DEPTH,BV1,BV2,"""""VOCC_LAB[32]"[64]"[96]"[105]",CLOSURE,COLOR_PRT,G1,G2,MODE,"""""C_LAB[32]"[64]"[96]"[105]",PD1,PD2,PERMEABILITY,POROSITY,PRT,R35,ROCK_TYPE,SAMPLE
FEET,%,%,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,ALPHA*16,"","",MICRONS,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,MD,%,"",MICRONS,ALPHA*16,""
42,35.0318,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.00104905,0.0298813,0.283587,0.913145,1.86275,3.0099,4.24989,5.51161,6.75158,7.94524,9.07999,10.1506,11.1562,12.0984,12.9801,13.8051,14.5771,15.3001,15.9778,16.6138,17.2113,17.7735,18.303,18.8025,19.2742,19.7203,20.1427,20.5432,20.9233,21.2845,21.6281,21.9554,22.2674,22.5652,22.8496,23.1216,23.3819,23.6313,23.8704,24.0998,24.32,24.5317,24.7353,24.9312,25.1199,25.3018,25.4772,25.6464,25.8097,25.9676,26.1202,26.2677,26.4105,26.5488,26.6827,26.8125,26.9383,27.0604,27.1788,27.2938,27.4055,27.5141,27.6196,27.7222,27.8221,27.9192,28.0138,28.1059,28.1956,28.2831,28.3683,28.4515,28.5325,28.6117,28.6889,28.7643,28.8379,28.9099,28.9801,29.0488,29.116,29.1817,29.2459,0.127849,CYAN,0.739078,-999.25,17.1526,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,5.333,-999.25,60.5,27.4,1,2.80135,Macro,42.0000
43,10.7393,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.0414824,0.491614,1.27385,2.10661,2.87504,3.55144,4.13818,4.64614,5.08731,5.47253,5.81095,6.11007,6.37606,6.61392,6.82774,7.02092,7.19622,7.35598,7.50214,7.63634,7.75998,7.87423,7.98013,8.07853,8.17021,8.25583,8.33596,8.41111,8.48173,8.54821,8.61091,8.67014,8.72618,8.77927,8.82964,8.8775,8.92303,8.9664,9.00774,9.04721,9.08493,9.121,9.15554,9.18865,9.2204,9.25087,9.28016,9.30831,9.3354,9.36149,9.38663,9.41087,9.43426,9.45684,9.47865,9.49974,9.52013,9.53987,9.55897,9.57748,9.59542,9.61282,9.62969,9.64607,9.66197,9.67742,9.69243,9.70702,9.72121,9.73502,9.74846,9.76155,9.77429,9.78671,0.136964,CYAN,0.34,-999.25,9.92568,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,14.583,-999.25,11.35,9.9,1,2.74384,Macro,43.0000
44,19.5926,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.249733,4.90087,8.5984,10.9055,12.4348,13.5136,14.3129,14.9279,15.4153,15.8109,16.1383,16.4137,16.6486,16.8512,17.0278,17.183,17.3206,17.4433,17.5535,17.6529,17.7431,17.8253,17.9005,17.9696,18.0332,18.0921,18.1467,18.1975,18.2448,18.289,18.3304,18.3693,18.4058,18.4402,18.4727,18.5034,18.5325,18.5601,18.5862,18.6111,18.6348,18.6574,18.6789,18.6994,18.7191,18.7379,18.7559,18.7732,18.7898,18.8057,18.821,18.8357,18.8499,18.8635,18.8767,18.8894,18.9016,18.9135,18.9249,18.9359,18.9466,18.957,18.967,18.9767,18.9862,18.9953,19.0042,19.0128,0.045503,CYAN,0.1,-999.25,6.07188,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,31.416,-999.25,30.2,19.1,1,2.63288,Macro,44.0000
45,28.1998,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0176298,0.992004,3.25106,5.72353,7.96842,9.90131,11.5439,12.9408,14.1357,15.1658,16.0607,16.8442,17.5351,18.1485,18.6964,19.1886,19.6329,20.036,20.4032,20.7391,21.0476,21.3317,21.5942,21.8376,22.0637,22.2745,22.4713,22.6555,22.8282,22.9906,23.1435,23.2877,23.4239,23.5528,23.675,23.7909,23.901,24.0058,24.1056,24.2007,24.2916,24.3784,24.4615,24.541,24.6173,24.6904,24.7606,24.828,24.8929,24.9553,25.0154,25.0734,25.1292,25.1831,25.2352,25.2855,25.3341,25.3811,25.4266,25.4706,25.5133,25.5547,25.5948,25.6337,25.6715,25.7081,25.7438,25.7784,0.766259,CYAN,0.3,-999.25,5.02182,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,30.18,-999.25,51,26.4,1,2.6388,Macro,45.0000
46,24.8462,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.0158711,0.438711,1.55101,3.00444,4.51213,5.94269,7.25,8.42593,9.4776,10.4174,11.2585,12.0136,12.6939,13.3089,13.8671,14.3757,14.8405,15.2669,15.6593,16.0214,16.3566,16.6676,16.957,17.2269,17.4792,17.7155,17.9373,18.1458,18.3422,18.5275,18.7026,18.8684,19.0255,19.1746,19.3164,19.4512,19.5797,19.7022,19.8192,19.931,20.0379,20.1403,20.2385,20.3327,20.4231,20.51,20.5935,20.6739,20.7513,20.8259,20.8979,20.9673,21.0343,21.0991,21.1617,21.2222,21.2808,21.3375,21.3925,21.4458,21.4974,21.5475,21.5962,21.6434,21.6893,21.7339,21.7772,21.8194,21.8604,21.9003,21.9392,21.977,22.0139,22.0499,22.0849,22.1191,0.493113,CYAN,0.436471,-999.25,11.0897,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,11.682,-999.25,46.72,22.66,1,2.87242,Macro,46.0000
47,28.8246,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.384108,3.98101,7.98157,11.1453,13.5598,15.4269,16.902,18.092,19.0702,19.8874,20.5798,21.1736,21.6882,22.1385,22.5356,22.8884,23.2039,23.4877,23.7443,23.9775,24.1902,24.3851,24.5644,24.7297,24.8827,25.0247,25.1569,25.2802,25.3955,25.5035,25.6049,25.7004,25.7903,25.8752,25.9555,26.0316,26.1037,26.1722,26.2374,26.2994,26.3585,26.4149,26.4688,26.5204,26.5697,26.617,26.6623,26.7058,26.7476,26.7878,26.8264,26.8637,26.8995,26.9341,26.9674,26.9996,27.0307,27.0608,27.0899,27.118,27.1452,27.1716,27.1971,27.2219,27.246,27.2693,27.2919,27.3139,27.3353,0.695826,CYAN,0.18,-999.25,6.4764,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,26.865,-999.25,64,26.9,1,2.93372,Macro,47.0000
48,22.896,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0010391,1.02232,3.93565,6.70409,8.9171,10.6515,12.0259,13.134,14.043,14.8004,15.4405,15.9881,16.4616,16.875,17.2388,17.5615,17.8496,18.1083,18.3419,18.5538,18.747,18.9238,19.0862,19.2358,19.3742,19.5025,19.6219,19.7331,19.837,19.9344,20.0257,20.1116,20.1925,20.2689,20.3411,20.4094,20.4741,20.5356,20.594,20.6496,20.7026,20.7532,20.8015,20.8476,20.8918,20.9341,20.9747,21.0136,21.051,21.0869,21.1214,21.1547,21.1867,21.2176,21.2474,21.2761,21.3039,21.3307,21.3566,21.3817,21.406,21.4296,21.4523,21.4744,21.4959,21.5167,21.5369,21.5565,0.185445,CYAN,0.2,-999.25,5.31538,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,31.988,-999.25,41.58,21,1,2.88113,Macro,48.0000
49,17.674,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0130051,1.40721,3.82317,5.89796,7.51427,8.77085,9.76412,10.5646,11.2215,11.7693,12.2326,12.6294,12.9727,13.2726,13.5369,13.7713,13.9808,14.169,14.3391,14.4935,14.6343,14.7631,14.8815,14.9907,15.0917,15.1854,15.2726,15.3538,15.4298,15.5009,15.5677,15.6305,15.6897,15.7455,15.7983,15.8483,15.8957,15.9407,15.9835,16.0242,16.063,16.1,16.1354,16.1692,16.2016,16.2326,16.2623,16.2908,16.3182,16.3446,16.3699,16.3943,16.4178,16.4404,16.4623,16.4833,16.5037,16.5234,16.5424,16.5608,16.5787,16.5959,16.6126,16.6289,16.6446,16.6599,16.6747,16.6891,16.703,16.7166,16.7299,16.7427,16.7552,16.7674,0.354303,CYAN,0.190911,-999.25,10.8764,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,15.797,-999.25,31.73,16.5,1,3.06821,Macro,49.0000
50,22.7788,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.00245775,0.108858,0.562733,1.34514,2.30689,3.32875,4.34086,5.30767,6.21354,7.05367,7.82879,8.54236,9.19901,9.80365,10.3611,10.876,11.3525,11.7942,12.2046,12.5867,12.9431,13.2763,13.5883,13.881,14.156,14.415,14.6591,14.8897,15.1078,15.3143,15.5102,15.6962,15.8731,16.0414,16.2018,16.3549,16.501,16.6407,16.7744,16.9025,17.0252,17.143,17.256,17.3647,17.4692,17.5697,17.6666,17.7599,17.8499,17.9368,18.0206,18.1016,18.18,18.2557,18.329,18.4,18.4688,18.5354,18.6,18.6627,18.7236,18.7827,18.84,18.8958,18.95,19.0028,19.0541,19.104,19.1526,19.1999,19.2461,19.291,19.3349,19.3776,19.4193,19.46,19.4997,0.044266,CYAN,0.591508,-999.25,10.4503,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,10.372,-999.25,39,18.8,1,3.06281,Macro,50.0000
51,16.9822,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.00513574,0.211322,0.861193,1.77597,2.76057,3.71496,4.59918,5.40213,6.12521,6.77475,7.35854,7.88435,8.3593,8.78972,9.18112,9.53825,9.86519,10.1654,10.442,10.6976,10.9343,11.1541,11.3588,11.5499,11.7285,11.8959,12.0532,12.201,12.3404,12.4719,12.5963,12.714,12.8257,12.9317,13.0324,13.1283,13.2197,13.3069,13.3901,13.4697,13.5458,13.6187,13.6887,13.7557,13.8201,13.882,13.9416,13.9989,14.0541,14.1072,14.1585,14.208,14.2558,14.302,14.3467,14.3899,14.4317,14.4722,14.5114,14.5494,0.015539,YELLOW,0.458002,-999.25,1.74943,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,72.239,-999.25,25.7,13.9,2,3.17672,Meso,51.0000
52,30.8226,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.285808,3.13332,6.79407,9.9595,12.5107,14.5565,16.2149,17.5787,18.7166,19.6786,20.5015,21.213,21.8338,22.3801,22.8643,23.2964,23.6844,24.0345,24.3521,24.6414,24.906,25.1491,25.373,25.5799,25.7718,25.9502,26.1164,26.2717,26.4171,26.5535,26.6817,26.8025,26.9164,27.0241,27.126,27.2226,27.3142,27.4014,27.4843,27.5633,27.6386,27.7106,27.7793,27.8451,27.9082,27.9686,28.0265,28.0822,28.1357,28.1871,28.2366,28.2843,28.3303,28.3746,28.4174,28.4587,28.4986,28.5372,28.5745,28.6106,28.6456,28.6795,28.7124,28.7443,28.7752,28.8052,28.8344,28.8627,28.8902,28.917,28.943,28.9684,28.993,0.879421,CYAN,0.22,-999.25,9.85184,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,16.866,-999.25,87.41,28.9,1,3.26095,Macro,52.0000
53,14.8764,9.4904,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00416666,0.618658,2.09756,3.61239,4.91272,5.9868,6.87164,7.60641,8.22324,8.7469,9.1962,9.58546,9.92568,10.2254,10.4914,10.7289,10.9412,11.1338,11.3086,11.4679,11.6137,11.7475,11.8709,11.985,12.0907,12.189,12.2806,12.3662,12.4464,12.5216,12.5923,12.6589,12.7217,12.7811,12.8373,12.8906,12.9411,12.9892,13.0349,13.0785,13.12,13.1597,13.1976,13.2339,13.2687,13.302,13.334,13.3647,13.3942,13.4226,13.4499,13.4762,13.5016,13.526,13.5497,13.5725,13.5946,13.6159,13.6366,13.6566,13.676,13.6949,13.7132,13.7309,13.7482,13.765,13.7814,13.7974,13.813,13.8282,13.843,13.8575,13.8718,13.8857,13.8993,13.9127,0.606288,CYAN,0.251241,0.292318,12.8332,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,12.491,81.113,56,21,1,3.38164,Macro,53.0000
